analysis,repeat,assignment_level,index_scope,fold,data_index_zero_based,tablet_id,source_split,source_row_one_based
final_development_fit,1,inner_validation,development_combined,3,119,calibrate:120,calibrate,120
final_development_fit,1,inner_validation,development_combined,3,122,calibrate:123,calibrate,123
final_development_fit,1,inner_validation,development_combined,3,129,calibrate:130,calibrate,130
final_development_fit,1,inner_validation,development_combined,3,130,calibrate:131,calibrate,131
final_development_fit,1,inner_validation,development_combined,3,137,calibrate:138,calibrate,138
final_development_fit,1,inner_validation,development_combined,3,142,calibrate:143,calibrate,143
final_development_fit,1,inner_validation,development_combined,3,144,calibrate:145,calibrate,145
final_development_fit,1,inner_validation,development_combined,3,149,calibrate:150,calibrate,150
final_development_fit,1,inner_validation,development_combined,3,150,calibrate:151,calibrate,151
final_development_fit,1,inner_validation,development_combined,3,151,calibrate:152,calibrate,152
final_development_fit,1,inner_validation,development_combined,3,157,validate:003,validate,3
final_development_fit,1,inner_validation,development_combined,3,165,validate:011,validate,11
final_development_fit,1,inner_validation,development_combined,3,166,validate:012,validate,12
final_development_fit,1,inner_validation,development_combined,3,167,validate:013,validate,13
final_development_fit,1,inner_validation,development_combined,3,172,validate:018,validate,18
final_development_fit,1,inner_validation,development_combined,3,178,validate:024,validate,24
final_development_fit,1,inner_validation,development_combined,3,192,validate:038,validate,38
final_development_fit,1,inner_validation,development_combined,3,194,validate:040,validate,40
final_development_fit,1,inner_validation,development_combined,4,0,calibrate:001,calibrate,1
final_development_fit,1,inner_validation,development_combined,4,1,calibrate:002,calibrate,2
final_development_fit,1,inner_validation,development_combined,4,7,calibrate:008,calibrate,8
final_development_fit,1,inner_validation,development_combined,4,19,calibrate:020,calibrate,20
final_development_fit,1,inner_validation,development_combined,4,21,calibrate:022,calibrate,22
final_development_fit,1,inner_validation,development_combined,4,22,calibrate:023,calibrate,23
final_development_fit,1,inner_validation,development_combined,4,24,calibrate:025,calibrate,25
final_development_fit,1,inner_validation,development_combined,4,32,calibrate:033,calibrate,33
final_development_fit,1,inner_validation,development_combined,4,34,calibrate:035,calibrate,35
final_development_fit,1,inner_validation,development_combined,4,38,calibrate:039,calibrate,39
final_development_fit,1,inner_validation,development_combined,4,47,calibrate:048,calibrate,48
final_development_fit,1,inner_validation,development_combined,4,50,calibrate:051,calibrate,51
final_development_fit,1,inner_validation,development_combined,4,51,calibrate:052,calibrate,52
final_development_fit,1,inner_validation,development_combined,4,54,calibrate:055,calibrate,55
final_development_fit,1,inner_validation,development_combined,4,56,calibrate:057,calibrate,57
final_development_fit,1,inner_validation,development_combined,4,59,calibrate:060,calibrate,60
final_development_fit,1,inner_validation,development_combined,4,62,calibrate:063,calibrate,63
final_development_fit,1,inner_validation,development_combined,4,66,calibrate:067,calibrate,67
final_development_fit,1,inner_validation,development_combined,4,70,calibrate:071,calibrate,71
final_development_fit,1,inner_validation,development_combined,4,71,calibrate:072,calibrate,72
final_development_fit,1,inner_validation,development_combined,4,85,calibrate:086,calibrate,86
final_development_fit,1,inner_validation,development_combined,4,87,calibrate:088,calibrate,88
final_development_fit,1,inner_validation,development_combined,4,89,calibrate:090,calibrate,90
final_development_fit,1,inner_validation,development_combined,4,96,calibrate:097,calibrate,97
final_development_fit,1,inner_validation,development_combined,4,105,calibrate:106,calibrate,106
final_development_fit,1,inner_validation,development_combined,4,114,calibrate:115,calibrate,115
final_development_fit,1,inner_validation,development_combined,4,124,calibrate:125,calibrate,125
final_development_fit,1,inner_validation,development_combined,4,128,calibrate:129,calibrate,129
final_development_fit,1,inner_validation,development_combined,4,139,calibrate:140,calibrate,140
final_development_fit,1,inner_validation,development_combined,4,140,calibrate:141,calibrate,141
final_development_fit,1,inner_validation,development_combined,4,143,calibrate:144,calibrate,144
final_development_fit,1,inner_validation,development_combined,4,158,validate:004,validate,4
final_development_fit,1,inner_validation,development_combined,4,160,validate:006,validate,6
final_development_fit,1,inner_validation,development_combined,4,161,validate:007,validate,7
final_development_fit,1,inner_validation,development_combined,4,171,validate:017,validate,17
final_development_fit,1,inner_validation,development_combined,4,175,validate:021,validate,21
final_development_fit,1,inner_validation,development_combined,4,186,validate:032,validate,32
final_development_fit,1,inner_validation,development_combined,4,188,validate:034,validate,34
final_development_fit,1,inner_validation,development_combined,4,191,validate:037,validate,37
final_development_fit,1,inner_validation,development_combined,5,4,calibrate:005,calibrate,5
final_development_fit,1,inner_validation,development_combined,5,5,calibrate:006,calibrate,6
final_development_fit,1,inner_validation,development_combined,5,6,calibrate:007,calibrate,7
final_development_fit,1,inner_validation,development_combined,5,8,calibrate:009,calibrate,9
final_development_fit,1,inner_validation,development_combined,5,10,calibrate:011,calibrate,11
final_development_fit,1,inner_validation,development_combined,5,11,calibrate:012,calibrate,12
final_development_fit,1,inner_validation,development_combined,5,26,calibrate:027,calibrate,27
final_development_fit,1,inner_validation,development_combined,5,27,calibrate:028,calibrate,28
final_development_fit,1,inner_validation,development_combined,5,28,calibrate:029,calibrate,29
final_development_fit,1,inner_validation,development_combined,5,30,calibrate:031,calibrate,31
final_development_fit,1,inner_validation,development_combined,5,40,calibrate:041,calibrate,41
final_development_fit,1,inner_validation,development_combined,5,45,calibrate:046,calibrate,46
final_development_fit,1,inner_validation,development_combined,5,46,calibrate:047,calibrate,47
final_development_fit,1,inner_validation,development_combined,5,58,calibrate:059,calibrate,59
final_development_fit,1,inner_validation,development_combined,5,60,calibrate:061,calibrate,61
final_development_fit,1,inner_validation,development_combined,5,63,calibrate:064,calibrate,64
final_development_fit,1,inner_validation,development_combined,5,69,calibrate:070,calibrate,70
final_development_fit,1,inner_validation,development_combined,5,74,calibrate:075,calibrate,75
final_development_fit,1,inner_validation,development_combined,5,81,calibrate:082,calibrate,82
final_development_fit,1,inner_validation,development_combined,5,83,calibrate:084,calibrate,84
final_development_fit,1,inner_validation,development_combined,5,91,calibrate:092,calibrate,92
final_development_fit,1,inner_validation,development_combined,5,101,calibrate:102,calibrate,102
final_development_fit,1,inner_validation,development_combined,5,111,calibrate:112,calibrate,112
final_development_fit,1,inner_validation,development_combined,5,113,calibrate:114,calibrate,114
final_development_fit,1,inner_validation,development_combined,5,116,calibrate:117,calibrate,117
final_development_fit,1,inner_validation,development_combined,5,117,calibrate:118,calibrate,118
final_development_fit,1,inner_validation,development_combined,5,125,calibrate:126,calibrate,126
final_development_fit,1,inner_validation,development_combined,5,127,calibrate:128,calibrate,128
final_development_fit,1,inner_validation,development_combined,5,135,calibrate:136,calibrate,136
final_development_fit,1,inner_validation,development_combined,5,138,calibrate:139,calibrate,139
final_development_fit,1,inner_validation,development_combined,5,154,calibrate:155,calibrate,155
final_development_fit,1,inner_validation,development_combined,5,156,validate:002,validate,2
final_development_fit,1,inner_validation,development_combined,5,159,validate:005,validate,5
final_development_fit,1,inner_validation,development_combined,5,163,validate:009,validate,9
final_development_fit,1,inner_validation,development_combined,5,180,validate:026,validate,26
final_development_fit,1,inner_validation,development_combined,5,181,validate:027,validate,27
final_development_fit,1,inner_validation,development_combined,5,184,validate:030,validate,30
final_development_fit,1,inner_validation,development_combined,5,187,validate:033,validate,33
final_development_fit,1,inner_validation,development_combined,5,190,validate:036,validate,36
